,加权利率,品种,品种2,日期,时间,最新利率
1498,1.2327,DR001,1,09-29,15:30,1.2300
1499,2.7461,DR007,1,09-29,15:30,2.8000
1500,2.9976,DR014,1,09-29,15:30,3.0000
1501,3.0214,DR021,1,09-29,15:30,2.9000
1502,3.0000,DR1M,1,09-29,15:30,3.0000
1503,2.9562,DR2M,1,09-29,15:30,3.1000
1504,1.2565,DIBO001,0,09-29,15:45,1.2500
1505,2.7440,DIBO007,0,09-29,15:45,3.3000
1506,2.9481,DR021,1,09-25,17:00,2.9000
1507,3.0232,DIBO014,0,09-29,15:45,2.9800
1508,2.8691,DIBO021,0,09-29,15:45,2.7510
1509,2.9242,DIBO1M,0,09-29,15:45,2.9000
1510,2.9500,DIBO2M,0,09-29,15:45,2.9500
1511,3.6500,DIBO3M,0,09-29,15:45,3.7000
1512,3.9500,DIBO9M,0,09-29,15:45,3.9500
1513,1.2329,DR001,1,09-29,15:45,1.2300
1514,2.7468,DR007,1,09-29,15:45,2.8500
1515,2.9973,DR014,1,09-29,15:45,3.0000
1516,3.0214,DR021,1,09-29,15:45,2.9000
1517,2.9297,DR1M,1,09-25,17:00,2.9000
1518,3.0000,DR1M,1,09-29,15:45,3.0000
1519,2.9362,DR2M,1,09-29,15:45,2.8500
1520,1.2568,DIBO001,0,09-29,16:00,1.2500
1521,2.7461,DIBO007,0,09-29,16:00,3.3000
1522,3.0244,DIBO014,0,09-29,16:00,3.3000
1523,2.8691,DIBO021,0,09-29,16:00,2.7510
1524,2.9242,DIBO1M,0,09-29,16:00,2.9000
1525,2.9500,DIBO2M,0,09-29,16:00,2.9500
1526,3.6500,DIBO3M,0,09-29,16:00,3.7000
1527,3.9500,DIBO9M,0,09-29,16:00,3.9500
1528,1.2332,DR001,1,09-29,16:00,1.2500
1529,2.7467,DR007,1,09-29,16:00,2.7500
1530,2.9973,DR014,1,09-29,16:00,3.0000
1531,3.0214,DR021,1,09-29,16:00,2.9000
1532,3.0000,DR1M,1,09-29,16:00,3.0000
1533,2.9362,DR2M,1,09-29,16:00,2.8500
1534,1.2568,DIBO001,0,09-29,16:00,1.2500
1535,2.7461,DIBO007,0,09-29,16:00,3.3000
1536,3.0244,DIBO014,0,09-29,16:00,3.3000
1537,2.8691,DIBO021,0,09-29,16:00,2.7510
1538,2.3484,DR001,1,09-24,17:00,2.3000
1539,2.8189,DR3M,1,09-25,17:00,2.8000
1540,2.9242,DIBO1M,0,09-29,16:00,2.9000
1541,2.9500,DIBO2M,0,09-29,16:00,2.9500
1542,3.6500,DIBO3M,0,09-29,16:00,3.7000
1543,3.9500,DIBO9M,0,09-29,16:00,3.9500
1544,1.2333,DR001,1,09-29,16:00,1.2600
1545,2.7470,DR007,1,09-29,16:00,2.7500
1546,2.9973,DR014,1,09-29,16:00,3.0000
1547,3.0233,DR021,1,09-29,16:00,3.0500
1548,3.0000,DR1M,1,09-29,16:00,3.0000
1549,2.9362,DR2M,1,09-29,16:00,2.8500
1550,2.0539,DIBO001,0,09-25,17:00,2.0000
1551,1.2567,DIBO001,0,09-29,16:30,1.2400
1552,2.7484,DIBO007,0,09-29,16:30,3.3000
1553,3.0177,DIBO014,0,09-29,16:30,2.6920
1554,2.8691,DIBO021,0,09-29,16:30,2.7510
1555,2.9242,DIBO1M,0,09-29,16:30,2.9000
1556,2.9596,DIBO2M,0,09-29,16:30,3.0000
1557,3.6500,DIBO3M,0,09-29,16:30,3.7000
1558,3.9500,DIBO9M,0,09-29,16:30,3.9500
1559,3.0470,DIBO1Y,0,09-29,16:30,3.0470
1560,1.2333,DR001,1,09-29,16:30,1.2300
1561,2.7153,DIBO007,0,09-25,17:00,2.6500
1562,2.7470,DR007,1,09-29,16:30,2.7500
1563,2.9973,DR014,1,09-29,16:30,3.0000
1564,3.0233,DR021,1,09-29,16:30,3.0500
1565,3.0000,DR1M,1,09-29,16:30,3.0000
1566,2.9362,DR2M,1,09-29,16:30,2.8500
1567,1.2567,DIBO001,0,09-29,16:45,1.2400
1568,2.7484,DIBO007,0,09-29,16:45,3.3000
1569,3.0164,DIBO014,0,09-29,16:45,2.9000
1570,2.8691,DIBO021,0,09-29,16:45,2.7510
1571,2.9242,DIBO1M,0,09-29,16:45,2.9000
1572,3.0374,DIBO014,0,09-25,17:00,2.9000
1573,2.9596,DIBO2M,0,09-29,16:45,3.0000
1574,3.6500,DIBO3M,0,09-29,16:45,3.7000
1575,3.9500,DIBO9M,0,09-29,16:45,3.9500
1576,3.0470,DIBO1Y,0,09-29,16:45,3.0470
1577,1.2334,DR001,1,09-29,16:45,1.2300
1578,2.7470,DR007,1,09-29,16:45,2.7500
1579,2.9973,DR014,1,09-29,16:45,3.0000
1580,3.0233,DR021,1,09-29,16:45,3.0500
1581,3.0000,DR1M,1,09-29,16:45,3.0000
1582,2.9362,DR2M,1,09-29,16:45,2.8500
1583,3.1267,DIBO021,0,09-25,17:00,3.0000
1584,1.2567,DIBO001,0,09-29,17:00,1.2400
1585,2.7484,DIBO007,0,09-29,17:00,3.3000
1586,3.0164,DIBO014,0,09-29,17:00,2.9000
1587,2.8691,DIBO021,0,09-29,17:00,2.7510
1588,2.9242,DIBO1M,0,09-29,17:00,2.9000
1589,2.9596,DIBO2M,0,09-29,17:00,3.0000
1590,3.6500,DIBO3M,0,09-29,17:00,3.7000
1591,3.9500,DIBO9M,0,09-29,17:00,3.9500
1592,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1593,1.2334,DR001,1,09-29,17:00,1.5000
1594,2.9780,DIBO1M,0,09-25,17:00,2.9500
1595,2.7470,DR007,1,09-29,17:00,2.7500
1596,2.9973,DR014,1,09-29,17:00,3.0000
1597,3.0233,DR021,1,09-29,17:00,3.0500
1598,3.0000,DR1M,1,09-29,17:00,3.0000
1599,2.9362,DR2M,1,09-29,17:00,2.8500
1600,1.2567,DIBO001,0,09-29,17:00,1.2400
1601,2.7484,DIBO007,0,09-29,17:00,3.3000
1602,3.0164,DIBO014,0,09-29,17:00,2.9000
1603,2.8691,DIBO021,0,09-29,17:00,2.7510
1604,2.9242,DIBO1M,0,09-29,17:00,2.9000
1605,3.1568,DIBO2M,0,09-25,17:00,2.9000
1606,2.9596,DIBO2M,0,09-29,17:00,3.0000
1607,3.6500,DIBO3M,0,09-29,17:00,3.7000
1608,3.9500,DIBO9M,0,09-29,17:00,3.9500
1609,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1610,1.2334,DR001,1,09-29,17:00,1.5000
1611,2.7470,DR007,1,09-29,17:00,2.7500
1612,2.9973,DR014,1,09-29,17:00,3.0000
1613,3.0233,DR021,1,09-29,17:00,3.0500
1614,3.0000,DR1M,1,09-29,17:00,3.0000
1615,2.9362,DR2M,1,09-29,17:00,2.8500
1616,1.2567,DIBO001,0,09-29,17:00,1.2400
1617,2.7484,DIBO007,0,09-29,17:00,3.3000
1618,3.0164,DIBO014,0,09-29,17:00,2.9000
1619,2.8691,DIBO021,0,09-29,17:00,2.7510
1620,2.9242,DIBO1M,0,09-29,17:00,2.9000
1621,2.9596,DIBO2M,0,09-29,17:00,3.0000
1622,3.6500,DIBO3M,0,09-29,17:00,3.7000
1623,3.9500,DIBO9M,0,09-29,17:00,3.9500
1624,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1625,1.2334,DR001,1,09-29,17:00,1.5000
1626,3.0150,DIBO6M,0,09-25,17:00,3.0150
1627,2.7470,DR007,1,09-29,17:00,2.7500
1628,2.9973,DR014,1,09-29,17:00,3.0000
1629,3.0233,DR021,1,09-29,17:00,3.0500
1630,3.0000,DR1M,1,09-29,17:00,3.0000
1631,2.9362,DR2M,1,09-29,17:00,2.8500
1632,1.2567,DIBO001,0,09-29,17:00,1.2400
1633,2.7484,DIBO007,0,09-29,17:00,3.3000
1634,3.0164,DIBO014,0,09-29,17:00,2.9000
1635,2.8691,DIBO021,0,09-29,17:00,2.7510
1636,2.9242,DIBO1M,0,09-29,17:00,2.9000
1637,4.2000,DIBO9M,0,09-25,17:00,4.2000
1638,2.9596,DIBO2M,0,09-29,17:00,3.0000
1639,3.6500,DIBO3M,0,09-29,17:00,3.7000
1640,3.9500,DIBO9M,0,09-29,17:00,3.9500
1641,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1642,1.2334,DR001,1,09-29,17:00,1.5000
1643,2.7470,DR007,1,09-29,17:00,2.7500
1644,2.9973,DR014,1,09-29,17:00,3.0000
1645,3.0233,DR021,1,09-29,17:00,3.0500
1646,3.0000,DR1M,1,09-29,17:00,3.0000
1647,2.9362,DR2M,1,09-29,17:00,2.8500
1648,2.6040,DR007,1,09-24,17:00,2.3000
1649,4.2000,DIBO1Y,0,09-25,17:00,4.2000
1650,1.2567,DIBO001,0,09-29,17:00,1.2400
1651,2.7484,DIBO007,0,09-29,17:00,3.3000
1652,3.0164,DIBO014,0,09-29,17:00,2.9000
1653,2.8691,DIBO021,0,09-29,17:00,2.7510
1654,2.9242,DIBO1M,0,09-29,17:00,2.9000
1655,2.9596,DIBO2M,0,09-29,17:00,3.0000
1656,3.6500,DIBO3M,0,09-29,17:00,3.7000
1657,3.9500,DIBO9M,0,09-29,17:00,3.9500
1658,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1659,1.2334,DR001,1,09-29,17:00,1.5000
1660,2.0153,DR001,1,09-25,17:00,2.0500
1661,2.7470,DR007,1,09-29,17:00,2.7500
1662,2.9973,DR014,1,09-29,17:00,3.0000
1663,3.0233,DR021,1,09-29,17:00,3.0500
1664,3.0000,DR1M,1,09-29,17:00,3.0000
1665,2.9362,DR2M,1,09-29,17:00,2.8500
1666,1.2567,DIBO001,0,09-29,17:00,1.2400
1667,2.7484,DIBO007,0,09-29,17:00,3.3000
1668,3.0164,DIBO014,0,09-29,17:00,2.9000
1669,2.8691,DIBO021,0,09-29,17:00,2.7510
1670,2.9242,DIBO1M,0,09-29,17:00,2.9000
1671,2.4176,DR007,1,09-25,17:00,2.4100
1672,2.9596,DIBO2M,0,09-29,17:00,3.0000
1673,3.6500,DIBO3M,0,09-29,17:00,3.7000
1674,3.9500,DIBO9M,0,09-29,17:00,3.9500
1675,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1676,1.2334,DR001,1,09-29,17:00,1.5000
1677,2.7470,DR007,1,09-29,17:00,2.7500
1678,2.9973,DR014,1,09-29,17:00,3.0000
1679,3.0233,DR021,1,09-29,17:00,3.0500
1680,3.0000,DR1M,1,09-29,17:00,3.0000
1681,2.9362,DR2M,1,09-29,17:00,2.8500
1682,2.9595,DR014,1,09-25,17:00,2.8500
1683,1.2567,DIBO001,0,09-29,17:00,1.2400
1684,2.7484,DIBO007,0,09-29,17:00,3.3000
1685,3.0164,DIBO014,0,09-29,17:00,2.9000
1686,2.8691,DIBO021,0,09-29,17:00,2.7510
1687,2.9242,DIBO1M,0,09-29,17:00,2.9000
1688,2.9596,DIBO2M,0,09-29,17:00,3.0000
1689,3.6500,DIBO3M,0,09-29,17:00,3.7000
1690,3.9500,DIBO9M,0,09-29,17:00,3.9500
1691,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1692,1.2334,DR001,1,09-29,17:00,1.5000
1693,2.9481,DR021,1,09-25,17:00,2.9000
1694,2.7470,DR007,1,09-29,17:00,2.7500
1695,2.9973,DR014,1,09-29,17:00,3.0000
1696,3.0233,DR021,1,09-29,17:00,3.0500
1697,3.0000,DR1M,1,09-29,17:00,3.0000
1698,2.9362,DR2M,1,09-29,17:00,2.8500
1699,1.2567,DIBO001,0,09-29,17:00,1.2400
1700,2.7484,DIBO007,0,09-29,17:00,3.3000
1701,3.0164,DIBO014,0,09-29,17:00,2.9000
1702,2.8691,DIBO021,0,09-29,17:00,2.7510
1703,2.9242,DIBO1M,0,09-29,17:00,2.9000
1704,2.9297,DR1M,1,09-25,17:00,2.9000
1705,2.9596,DIBO2M,0,09-29,17:00,3.0000
1706,3.6500,DIBO3M,0,09-29,17:00,3.7000
1707,3.9500,DIBO9M,0,09-29,17:00,3.9500
1708,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1709,1.2334,DR001,1,09-29,17:00,1.5000
1710,2.7470,DR007,1,09-29,17:00,2.7500
1711,2.9973,DR014,1,09-29,17:00,3.0000
1712,3.0233,DR021,1,09-29,17:00,3.0500
1713,3.0000,DR1M,1,09-29,17:00,3.0000
1714,2.9362,DR2M,1,09-29,17:00,2.8500
1715,1.2567,DIBO001,0,09-29,17:00,1.2400
1716,2.7484,DIBO007,0,09-29,17:00,3.3000
1717,3.0164,DIBO014,0,09-29,17:00,2.9000
1718,2.8691,DIBO021,0,09-29,17:00,2.7510
1719,2.9242,DIBO1M,0,09-29,17:00,2.9000
1720,2.9596,DIBO2M,0,09-29,17:00,3.0000
1721,3.6500,DIBO3M,0,09-29,17:00,3.7000
1722,3.9500,DIBO9M,0,09-29,17:00,3.9500
1723,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1724,1.2334,DR001,1,09-29,17:00,1.5000
1725,2.8189,DR3M,1,09-25,17:00,2.8000
1726,2.7470,DR007,1,09-29,17:00,2.7500
1727,2.9973,DR014,1,09-29,17:00,3.0000
1728,3.0233,DR021,1,09-29,17:00,3.0500
1729,3.0000,DR1M,1,09-29,17:00,3.0000
1730,2.9362,DR2M,1,09-29,17:00,2.8500
1731,1.2567,DIBO001,0,09-29,17:00,1.2400
1732,2.7484,DIBO007,0,09-29,17:00,3.3000
1733,3.0164,DIBO014,0,09-29,17:00,2.9000
1734,2.8691,DIBO021,0,09-29,17:00,2.7510
1735,2.9242,DIBO1M,0,09-29,17:00,2.9000
1736,2.0539,DIBO001,0,09-25,17:00,2.0000
1737,2.9596,DIBO2M,0,09-29,17:00,3.0000
1738,3.6500,DIBO3M,0,09-29,17:00,3.7000
1739,3.9500,DIBO9M,0,09-29,17:00,3.9500
1740,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1741,1.2334,DR001,1,09-29,17:00,1.5000
1742,2.7470,DR007,1,09-29,17:00,2.7500
1743,2.9973,DR014,1,09-29,17:00,3.0000
1744,3.0233,DR021,1,09-29,17:00,3.0500
1745,3.0000,DR1M,1,09-29,17:00,3.0000
1746,2.9362,DR2M,1,09-29,17:00,2.8500
1747,2.7153,DIBO007,0,09-25,17:00,2.6500
1748,1.2567,DIBO001,0,09-29,17:00,1.2400
1749,2.7484,DIBO007,0,09-29,17:00,3.3000
1750,3.0164,DIBO014,0,09-29,17:00,2.9000
1751,2.8691,DIBO021,0,09-29,17:00,2.7510
1752,2.9242,DIBO1M,0,09-29,17:00,2.9000
1753,2.9596,DIBO2M,0,09-29,17:00,3.0000
1754,3.6500,DIBO3M,0,09-29,17:00,3.7000
1755,3.9500,DIBO9M,0,09-29,17:00,3.9500
1756,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1757,1.2334,DR001,1,09-29,17:00,1.5000
1758,3.0069,DR014,1,09-24,17:00,3.0100
1759,3.0374,DIBO014,0,09-25,17:00,2.9000
1760,2.7470,DR007,1,09-29,17:00,2.7500
1761,2.9973,DR014,1,09-29,17:00,3.0000
1762,3.0233,DR021,1,09-29,17:00,3.0500
1763,3.0000,DR1M,1,09-29,17:00,3.0000
1764,2.9362,DR2M,1,09-29,17:00,2.8500
1765,1.2567,DIBO001,0,09-29,17:00,1.2400
1766,2.7484,DIBO007,0,09-29,17:00,3.3000
1767,3.0164,DIBO014,0,09-29,17:00,2.9000
1768,2.8691,DIBO021,0,09-29,17:00,2.7510
1769,2.9242,DIBO1M,0,09-29,17:00,2.9000
1770,3.1267,DIBO021,0,09-25,17:00,3.0000
1771,2.9596,DIBO2M,0,09-29,17:00,3.0000
1772,3.6500,DIBO3M,0,09-29,17:00,3.7000
1773,3.9500,DIBO9M,0,09-29,17:00,3.9500
1774,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1775,1.2334,DR001,1,09-29,17:00,1.5000
1776,2.7470,DR007,1,09-29,17:00,2.7500
1777,2.9973,DR014,1,09-29,17:00,3.0000
1778,3.0233,DR021,1,09-29,17:00,3.0500
1779,3.0000,DR1M,1,09-29,17:00,3.0000
1780,2.9362,DR2M,1,09-29,17:00,2.8500
1781,2.9780,DIBO1M,0,09-25,17:00,2.9500
1782,1.2567,DIBO001,0,09-29,17:00,1.2400
1783,2.7484,DIBO007,0,09-29,17:00,3.3000
1784,3.0164,DIBO014,0,09-29,17:00,2.9000
1785,2.8691,DIBO021,0,09-29,17:00,2.7510
1786,2.9242,DIBO1M,0,09-29,17:00,2.9000
1787,2.9596,DIBO2M,0,09-29,17:00,3.0000
1788,3.6500,DIBO3M,0,09-29,17:00,3.7000
1789,3.9500,DIBO9M,0,09-29,17:00,3.9500
1790,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1791,1.2334,DR001,1,09-29,17:00,1.5000
1792,3.1568,DIBO2M,0,09-25,17:00,2.9000
1793,2.7470,DR007,1,09-29,17:00,2.7500
1794,2.9973,DR014,1,09-29,17:00,3.0000
1795,3.0233,DR021,1,09-29,17:00,3.0500
1796,3.0000,DR1M,1,09-29,17:00,3.0000
1797,2.9362,DR2M,1,09-29,17:00,2.8500
1798,1.2567,DIBO001,0,09-29,17:00,1.2400
1799,2.7484,DIBO007,0,09-29,17:00,3.3000
1800,3.0164,DIBO014,0,09-29,17:00,2.9000
1801,2.8691,DIBO021,0,09-29,17:00,2.7510
1802,2.9242,DIBO1M,0,09-29,17:00,2.9000
1803,2.9596,DIBO2M,0,09-29,17:00,3.0000
1804,3.6500,DIBO3M,0,09-29,17:00,3.7000
1805,3.9500,DIBO9M,0,09-29,17:00,3.9500
1806,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1807,1.2334,DR001,1,09-29,17:00,1.5000
1808,2.7470,DR007,1,09-29,17:00,2.7500
1809,2.9973,DR014,1,09-29,17:00,3.0000
1810,3.0233,DR021,1,09-29,17:00,3.0500
1811,3.0000,DR1M,1,09-29,17:00,3.0000
1812,2.9362,DR2M,1,09-29,17:00,2.8500
1813,3.0150,DIBO6M,0,09-25,17:00,3.0150
1814,1.2567,DIBO001,0,09-29,17:00,1.2400
1815,2.7484,DIBO007,0,09-29,17:00,3.3000
1816,3.0164,DIBO014,0,09-29,17:00,2.9000
1817,2.8691,DIBO021,0,09-29,17:00,2.7510
1818,2.9242,DIBO1M,0,09-29,17:00,2.9000
1819,2.9596,DIBO2M,0,09-29,17:00,3.0000
1820,3.6500,DIBO3M,0,09-29,17:00,3.7000
1821,3.9500,DIBO9M,0,09-29,17:00,3.9500
1822,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1823,1.2334,DR001,1,09-29,17:00,1.5000
1824,4.2000,DIBO9M,0,09-25,17:00,4.2000
1825,2.7470,DR007,1,09-29,17:00,2.7500
1826,2.9973,DR014,1,09-29,17:00,3.0000
1827,3.0233,DR021,1,09-29,17:00,3.0500
1828,3.0000,DR1M,1,09-29,17:00,3.0000
1829,2.9362,DR2M,1,09-29,17:00,2.8500
1830,1.2567,DIBO001,0,09-29,17:00,1.2400
1831,2.7484,DIBO007,0,09-29,17:00,3.3000
1832,3.0164,DIBO014,0,09-29,17:00,2.9000
1833,2.8691,DIBO021,0,09-29,17:00,2.7510
1834,2.9242,DIBO1M,0,09-29,17:00,2.9000
1835,4.2000,DIBO1Y,0,09-25,17:00,4.2000
1836,2.9596,DIBO2M,0,09-29,17:00,3.0000
1837,3.6500,DIBO3M,0,09-29,17:00,3.7000
1838,3.9500,DIBO9M,0,09-29,17:00,3.9500
1839,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1840,1.2334,DR001,1,09-29,17:00,1.5000
1841,2.7470,DR007,1,09-29,17:00,2.7500
1842,2.9973,DR014,1,09-29,17:00,3.0000
1843,3.0233,DR021,1,09-29,17:00,3.0500
1844,3.0000,DR1M,1,09-29,17:00,3.0000
1845,2.9362,DR2M,1,09-29,17:00,2.8500
1846,2.0153,DR001,1,09-25,17:00,2.0500
1847,1.2567,DIBO001,0,09-29,17:00,1.2400
1848,2.7484,DIBO007,0,09-29,17:00,3.3000
1849,3.0164,DIBO014,0,09-29,17:00,2.9000
1850,2.8691,DIBO021,0,09-29,17:00,2.7510
1851,2.9242,DIBO1M,0,09-29,17:00,2.9000
1852,2.9596,DIBO2M,0,09-29,17:00,3.0000
1853,3.6500,DIBO3M,0,09-29,17:00,3.7000
1854,3.9500,DIBO9M,0,09-29,17:00,3.9500
1855,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1856,1.2334,DR001,1,09-29,17:00,1.5000
1857,2.4176,DR007,1,09-25,17:00,2.4100
1858,2.7470,DR007,1,09-29,17:00,2.7500
1859,2.9973,DR014,1,09-29,17:00,3.0000
1860,3.0233,DR021,1,09-29,17:00,3.0500
1861,3.0000,DR1M,1,09-29,17:00,3.0000
1862,2.9362,DR2M,1,09-29,17:00,2.8500
1863,1.2567,DIBO001,0,09-29,17:00,1.2400
1864,2.7484,DIBO007,0,09-29,17:00,3.3000
1865,3.0164,DIBO014,0,09-29,17:00,2.9000
1866,2.8691,DIBO021,0,09-29,17:00,2.7510
1867,2.9242,DIBO1M,0,09-29,17:00,2.9000
1868,3.0077,DR021,1,09-24,17:00,2.9000
1869,2.9595,DR014,1,09-25,17:00,2.8500
1870,2.9596,DIBO2M,0,09-29,17:00,3.0000
1871,3.6500,DIBO3M,0,09-29,17:00,3.7000
1872,3.9500,DIBO9M,0,09-29,17:00,3.9500
1873,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1874,1.2334,DR001,1,09-29,17:00,1.5000
1875,2.7470,DR007,1,09-29,17:00,2.7500
1876,2.9973,DR014,1,09-29,17:00,3.0000
1877,3.0233,DR021,1,09-29,17:00,3.0500
1878,3.0000,DR1M,1,09-29,17:00,3.0000
1879,2.9362,DR2M,1,09-29,17:00,2.8500
1880,2.9481,DR021,1,09-25,17:00,2.9000
1881,1.2567,DIBO001,0,09-29,17:00,1.2400
1882,2.7484,DIBO007,0,09-29,17:00,3.3000
1883,3.0164,DIBO014,0,09-29,17:00,2.9000
1884,2.8691,DIBO021,0,09-29,17:00,2.7510
1885,2.9242,DIBO1M,0,09-29,17:00,2.9000
1886,2.9596,DIBO2M,0,09-29,17:00,3.0000
1887,3.6500,DIBO3M,0,09-29,17:00,3.7000
1888,3.9500,DIBO9M,0,09-29,17:00,3.9500
1889,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1890,1.2334,DR001,1,09-29,17:00,1.5000
1891,2.9297,DR1M,1,09-25,17:00,2.9000
1892,2.7470,DR007,1,09-29,17:00,2.7500
1893,2.9973,DR014,1,09-29,17:00,3.0000
1894,3.0233,DR021,1,09-29,17:00,3.0500
1895,3.0000,DR1M,1,09-29,17:00,3.0000
1896,2.9362,DR2M,1,09-29,17:00,2.8500
1897,1.2567,DIBO001,0,09-29,17:00,1.2400
1898,2.7484,DIBO007,0,09-29,17:00,3.3000
1899,3.0164,DIBO014,0,09-29,17:00,2.9000
1900,2.8691,DIBO021,0,09-29,17:00,2.7510
1901,2.9242,DIBO1M,0,09-29,17:00,2.9000
1902,2.9596,DIBO2M,0,09-29,17:00,3.0000
1903,3.6500,DIBO3M,0,09-29,17:00,3.7000
1904,3.9500,DIBO9M,0,09-29,17:00,3.9500
1905,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1906,1.2334,DR001,1,09-29,17:00,1.5000
1907,2.7470,DR007,1,09-29,17:00,2.7500
1908,2.9973,DR014,1,09-29,17:00,3.0000
1909,3.0233,DR021,1,09-29,17:00,3.0500
1910,3.0000,DR1M,1,09-29,17:00,3.0000
1911,2.9362,DR2M,1,09-29,17:00,2.8500
1912,2.8189,DR3M,1,09-25,17:00,2.8000
1913,1.2567,DIBO001,0,09-29,17:00,1.2400
1914,2.7484,DIBO007,0,09-29,17:00,3.3000
1915,3.0164,DIBO014,0,09-29,17:00,2.9000
1916,2.8691,DIBO021,0,09-29,17:00,2.7510
1917,2.9242,DIBO1M,0,09-29,17:00,2.9000
1918,2.9596,DIBO2M,0,09-29,17:00,3.0000
1919,3.6500,DIBO3M,0,09-29,17:00,3.7000
1920,3.9500,DIBO9M,0,09-29,17:00,3.9500
1921,3.0470,DIBO1Y,0,09-29,17:00,3.0470
1922,1.2334,DR001,1,09-29,17:00,1.5000
1923,2.0539,DIBO001,0,09-25,17:00,2.0000
1924,2.7470,DR007,1,09-29,17:00,2.7500
1925,2.9973,DR014,1,09-29,17:00,3.0000
1926,3.0233,DR021,1,09-29,17:00,3.0500
1927,3.0000,DR1M,1,09-29,17:00,3.0000
1928,2.9362,DR2M,1,09-29,17:00,2.8500
1929,2.6678,DIBO001,0,09-30,17:00,2.8430
1930,2.8636,DIBO007,0,09-30,17:00,2.8000
1931,3.0130,DIBO014,0,09-30,17:00,3.2000
1932,3.0131,DIBO021,0,09-30,17:00,3.0200
1933,3.4384,DIBO1M,0,09-30,17:00,3.0500
1934,2.7153,DIBO007,0,09-25,17:00,2.6500
1935,3.0093,DIBO2M,0,09-30,17:00,2.9500
1936,2.9786,DIBO3M,0,09-30,17:00,3.0000
1937,2.6622,DR001,1,09-30,17:00,2.6600
1938,2.8510,DR007,1,09-30,17:00,3.0300
1939,3.0341,DR014,1,09-30,17:00,3.0400
1940,3.0540,DR021,1,09-30,17:00,3.0500
1941,3.1000,DR1M,1,09-30,17:00,3.1000
1942,3.0875,DR2M,1,09-30,17:00,3.1000
1943,2.8500,DR3M,1,09-30,17:00,2.8500
1944,2.6678,DIBO001,0,09-30,17:00,2.8430
1945,3.0374,DIBO014,0,09-25,17:00,2.9000
1946,2.8636,DIBO007,0,09-30,17:00,2.8000
1947,3.0130,DIBO014,0,09-30,17:00,3.2000
1948,3.0131,DIBO021,0,09-30,17:00,3.0200
1949,3.4384,DIBO1M,0,09-30,17:00,3.0500
1950,3.0093,DIBO2M,0,09-30,17:00,2.9500
1951,2.9786,DIBO3M,0,09-30,17:00,3.0000
1952,2.6622,DR001,1,09-30,17:00,2.6600
1953,2.8510,DR007,1,09-30,17:00,3.0300
1954,3.0341,DR014,1,09-30,17:00,3.0400
1955,3.0540,DR021,1,09-30,17:00,3.0500
1956,3.1267,DIBO021,0,09-25,17:00,3.0000
1957,3.1000,DR1M,1,09-30,17:00,3.1000
1958,3.0875,DR2M,1,09-30,17:00,3.1000
1959,2.8500,DR3M,1,09-30,17:00,2.8500
1960,2.6678,DIBO001,0,09-30,17:00,2.8430
1961,2.8636,DIBO007,0,09-30,17:00,2.8000
1962,3.0130,DIBO014,0,09-30,17:00,3.2000
1963,3.0131,DIBO021,0,09-30,17:00,3.0200
1964,3.4384,DIBO1M,0,09-30,17:00,3.0500
1965,3.0093,DIBO2M,0,09-30,17:00,2.9500
1966,2.9786,DIBO3M,0,09-30,17:00,3.0000
1967,2.9780,DIBO1M,0,09-25,17:00,2.9500
1968,2.6622,DR001,1,09-30,17:00,2.6600
1969,2.8510,DR007,1,09-30,17:00,3.0300
1970,3.0341,DR014,1,09-30,17:00,3.0400
1971,3.0540,DR021,1,09-30,17:00,3.0500
1972,3.1000,DR1M,1,09-30,17:00,3.1000
1973,3.0875,DR2M,1,09-30,17:00,3.1000
1974,2.8500,DR3M,1,09-30,17:00,2.8500
1975,2.6678,DIBO001,0,09-30,17:00,2.8430
1976,2.8636,DIBO007,0,09-30,17:00,2.8000
1977,3.0130,DIBO014,0,09-30,17:00,3.2000
1978,2.9912,DR1M,1,09-24,17:00,2.8000
1979,3.1568,DIBO2M,0,09-25,17:00,2.9000
1980,3.0131,DIBO021,0,09-30,17:00,3.0200
1981,3.4384,DIBO1M,0,09-30,17:00,3.0500
1982,3.0093,DIBO2M,0,09-30,17:00,2.9500
1983,2.9786,DIBO3M,0,09-30,17:00,3.0000
1984,2.6622,DR001,1,09-30,17:00,2.6600
